sentence,og_sentence,kmeans_cluster,x,y
còn mẫu nào khác nữa s cho mình hình nha,Còn mẫu nào khác nữa s cho mình hình nha,3,48.391499,-28.739433
63/33 ngô quyền p11 q5,63/33 ngô quyền p11 q5,2,-8.552027,-50.115009
mình lấy 1 cái,Mình lấy 1 cái,3,53.912506,-7.895398
sản a-bệnh viện phụ sản hà nội-đê la thành-ba đình 0934556698,"Sảnh A-bệnh viện Phụ Sản Hà Nội-Đê La Thành-Ba Đình
0934556698",0,-10.604746,12.684108
hàng sẵn không shop,hàng sẵn ko shop,0,-8.325474,5.802098
có gì mình liên hệ nhé,Có gì mình liên hệ nhé,1,-39.383465,18.246019
thảm là mình mua riêng hay theo bộ ạh,Thảm là mình mua riêng hay theo bộ ạh,5,24.084597,37.846848
ừ không sao bạn mình chọn thảm hươu nhé,Ừ ko sao bạn. Mình chọn thảm hươu nhé,0,-15.551661,8.074824
mình đã thông tin hết 100% nhé,Mình đã tt hết 100% nhé,2,9.624052,-34.989616
mình đặt thảm hươu nhé,Mình đặt thảm hươu nhé,5,52.06588,35.598557
mình đặt 1 trượt bập bênh và 1 thảm xốp pe 1m8x2m nhé,Mình đặt 1 trượt bập bênh và 1 thảm xốp PE 1m8x2m nhé,0,0.971333,24.402554
cho tớ 1 cái nhé,Cho t 1 cái nhé,3,52.594719,-7.980783
mình vừa đặt hàng,Mih vừa đặt hàng,5,53.336254,33.421734
vg,Vg,0,-18.451036,13.911168
loại 1490k ý,Loại 1490k ý,4,-10.456013,36.522446
vô không đổi hả,Vỡ ko đổi hả,0,7.945148,-22.980917
vậy gửi cho mình nha,Vậy gửi cho mình nha,3,44.264465,-30.179317
để mình biết shop,Để mình biết shop,5,15.26308,51.802109
không gửi bưu điện hả shop,Ko gửi bưu điện hả shop,5,14.311372,26.431406
cái dùm em,Coi dùm em,5,26.951836,38.192326
mình ở bạc liêu,Mình ở Bạc Liêu,2,-6.319929,-44.103874
mình muốn mua 2 sản phẩm này shop,Mình muốn mua 2 sp này shop,5,39.43771,60.588505
lấy em cái đi chị,Lay e cai di c,3,17.359789,-25.001015
tên sản phẩm là gì,Tên sp là gì,4,-5.593455,60.757088
ủa mình tưởng nhận hàng thì gửi tiền,Ủa mk tưởng nhận hàng thì gửi tiền,0,-18.342005,13.892112
mấy ngày tới nỗi,Mấy ngày tới nơi,4,4.90762,35.182163
mình ở thường tín,Mk ở thường tín,2,-11.056778,-38.340466
cho mình mua cái này,Cho mk mua cái này,3,55.836079,-30.741945
cho em đặt nha,Cho e dat nha,3,19.326405,-37.548691
037 5020 567,037.5020.567,2,-33.760777,-31.757862
bạn là 999k +40k đúng không chị,Bàn là 999k +40k đúng ko c,2,-28.082832,-51.965504
chị gảu lại ảnh hộ em nbe,C gảu lại ảnh hộ e nbe,4,-21.913685,43.080399
nhà mình,Nhà mình,1,-50.772671,10.566272
đây chị nhé,Đây c nhé,1,-55.021122,-2.938821
không sao,Ksao,1,-39.209133,-2.412303
640 phải không ạ,640 phải k ạ,2,-23.988379,-64.667618
096 202 8338,096.202.8338,1,-39.184345,-5.904654
mình ở nghệ an mình muốn lấy cái này,"M ở Nghệ An,m muốn lấy cái này",5,35.924782,43.913513
đúng rồi bạn ai,Đúng rùi b ai,1,-74.595062,-3.094821
cho mình xin kích thước với,Cho mình xin kích thước với,3,61.995129,-20.957874
hay tối ạ,Hay tối ạ?,4,-6.328517,29.929382
trong ngày nay giờ hành chính hả,Trong ngày nay giờ hành chính hả?,5,26.476564,35.786728
sao nếu mình muốn mua thêm mở rộng quây í ạ,Sau nếu mình muốn mua thêm mở rộng quây í ạ,5,36.460236,57.84679
có nhạc ở thành nào vậy ạ,Có nhạc ở thanh nào vậy ạ?,3,21.843102,-17.339949
ạ vẫn chưa nhận duõ,A vẫn chưa nhận duox,3,33.240616,-32.498512
em kiểm tra lại jum a nhé,E kiem tra lại jum a nhé,4,-12.120541,23.57185
là mình nguyên,La minh nguyên,5,60.263012,28.721155
11421830222011,11421830222011,3,27.959358,-23.086683
vietcombank hồ chí minh,Techcombank hcm,2,4.867009,-81.146431
nay mà biết nhận hàng lâu thế thì nhắc a mua luôn ở hồ chí minh cho tiện rồi đó mua 1 lần rồi nên chủ quan không hỏi,"Nãy mà biết nhận hàng lâu thế thì chắc a mua luon ở hcm cho tiện rồi, do mua 1 lần rồi nên chủ quan ko hỏi",2,-2.776654,-30.112755
đợt trước ạ mua đâu có lâu dữ vậy,Đợt truoc a mua đâu có lâu dữ vậy,0,10.105322,-19.485409
ui sao lâu thế em,Úi sao lâu thế e,1,-61.563557,1.431772
khoảng bao lâu em,Khoảng bao lâu e,4,-35.04887,31.703156
shop gửi mẫu cho em với,Shop gửi mẫu cho e vs,3,23.205162,-35.004559
đây ạ,Đây ạ,5,69.510574,49.475403
là 96cm á,Là 96cm á,4,-12.578233,58.628345
mình đo bằng thước dây,Mình đo bằng thước dây,0,-16.980667,-2.525099
vậy để xíu mình về nhà rồi mình đo,Vậy để xíu mình về nhà r mình đo,0,9.03537,16.686319
chưa,Chưa,1,-72.088081,8.337885
gửi mình 1 thanh nhé,Gửi mình 1 thanh nhé,3,46.680374,-17.191702
được kiểm tra hàng không bạn,Dc ktra hàng ko b,2,-11.358459,-59.500816
dễ lắp không bạn,Dễ lắp ko b,2,-11.308564,-61.95713
bạn,bạn,1,-57.532223,-34.066204
để khách còn biết lối,để khách còn biết lối,4,-12.894425,29.700289
không mình vẫn mua hàng bth các shop,k mình vẫn mua hàng bth các shop,0,-15.674684,9.19045
shop nào cũng giao hàng mà sao thấy hình thức shop mình khó quá ạ,shop nào cũng giao hàng mà sao thấy hình thức shop mình khó quá ah,0,-1.856193,-14.894148
mà mua ol để cho tiện,mà mua ol để cho tiện,4,-31.270351,44.447277
khó nhỉ,khó nhỉ,2,-45.429932,-40.417725
cái sáy kia là làm nóng giấy ướt phải không shop,Cái sassy kia là làm nóng giấy ướt phải ko shop?,0,-17.86883,7.382668
à em lm được oy ạ,A em lm dc oy ạ,0,17.335386,2.753505
vậy sao cho bé ngồi được ạ,Vậy sao cho bé ngồi dc ạ,3,14.715305,-25.865292
em thảm tay ra toàn như thế nào,Em thả tay ra toàn ntn,4,-30.997389,63.681007
em gọi lại toàn bận a,Em gọi lại toàn bận a,1,-44.752625,-25.001352
shop nhận được tiền oy chứ ạ,Shop nhận dc tiền oy chứ ạ,1,-48.364548,-10.606066
em gửi shop nhé,Em gửi shop nhé,2,0.303638,-26.213314
trước mua của shop mấy món rồi cả máy pha sữa các kiểu,"trc mua của shop mấy món rồi,cả máy pha sữa các kiểu",0,-14.995013,13.66799
hà giang,hà giang,0,21.59487,8.241317
hàng hôm nay đi chưa vậy shop,Hàng hnay đi chưa vậy shop,5,7.600091,38.429562
shop xác nhận đơn hàng giúp mình,shop xác nhận đơn hàng giúp mình,3,18.705675,-44.604202
mình đặt rồi nhé,mình đặt rồi nhé,5,54.98674,38.779819
0974555357,0974555357,0,-14.619983,-8.935412
mình đặt 1 máy nhé,mình đặt 1 máy nhé,5,24.108341,13.796123
đúng không bạn,đúng k b?,2,-30.39201,-65.938896
1 895 000,1.895.000,2,-29.907158,-33.354496
https //shopê vn/t%e1%ba%b6ng-02-b%c3%acnh-s%e1%bb%ầcao-c%e1%ba%a5p-m%c3%a1y-ti%e1%bb%87t-tr%c3%b9ng-s%e1%ba%a5y-kh%c3%b4-tia-uv-cao-c%e1%ba%a5p-fatz-baby-fb4702-i 36371562 3210697307,https://shopee.vn/T%E1%BA%B6NG-02-b%C3%ACnh-s%E1%BB%AFa-cao-c%E1%BA%A5p-M%C3%A1y-ti%E1%BB%87t-tr%C3%B9ng-s%E1%BA%A5y-kh%C3%B4-tia-UV-cao-c%E1%BA%A5p-Fatz-Baby-FB4702-i.36371562.3210697307,0,20.519878,-4.109681
mình có người đến lấy,Mình có ng đến lấy,1,-34.450687,-1.685477
ui hết xanh rồi ạ,Ui hết xanh r ạ,1,-30.333902,5.042056
mình đặt 1 cầu trượt cá heo xanh nhé,Mình đặt 1 cầu trượt cá heo xanh nhé,5,52.183949,35.089058
mình đặt nhé,M đặt nhé,5,53.348595,39.046005
hà nội mới về thêm ạ,Hn mới về thêm ạ?,4,-6.819189,24.453789
gửi cho mình 1 cái,Gửi cho mình 1 cái,3,44.858658,-40.035545
mình phân ánh để shop viết thôi,Mình phản ánh để shop biết thôi,4,-20.992769,18.561832
phòng công không sao,Nhưng cũng ko sao,4,-18.987514,27.680315
thì giao cho mình 2 bảng giống nhau,Thì giao cho mình 2 bảng giống nhau,3,46.936966,-33.926643
với cả cái dán hoạ tiết,Với cả cái dán hoạ tiết,5,19.87418,16.522976
mình gửi tạm clip nhé,Mình gửi tạm clip nhé,0,-0.167399,-18.199348
mình lắp được rồi,Mình lắp đc rồi,1,-58.127327,4.233196
em quét qr code trên vỏ hộp mà không ra,Em quét QR code trên vỏ hộp mà ko ra 😂,0,8.692333,14.702273
nhưng mà chị gửi giúp em cái hướng dẫn lắp với,Nhưng mà chị gửi giúp em cái hướng dẫn lắp với,0,14.572639,5.715153
em nhận được hàng rồi,Em nhận đc hàng rồi,1,-64.791458,-20.70252
hôm nay thì đã chuyển chưa ạ,Hôm nay thì đã chuyển chưa ạ?,5,34.649246,6.646067
không cần sớm vì đằng nào tối em mới về lấy được,Ko cần sớm vì đằng nào tối em mới về lấy đc,0,11.134635,3.500052
shop cho tớ hỏi,Shop cho t hỏi,1,-40.186649,11.036243
em muốn đổi thảm to hơn được không ạ,E muốn đổi thảm to hơn dc k ạ,2,-23.152479,-58.990318
shop nhớ đổi giùm em nhé ạ,Shop nhớ đổi giùm e nhé ạ,0,21.700451,5.619492
loại mà 1190k ý ạ nó vừa diện tích nhà em hơn,Loại mà 1190k ý ạ.nó vừa diện tích nhà e hơn,0,7.27464,-5.726708
em đổi bộ quây thành 1m32x1m65 được không ạ,E đổi bộ quây thành 1m32x1m65 dc k ạ,2,-19.747,-59.85318
không đủ tiền rồi ạ,K đủ xiền r ạ,1,-50.662441,-5.043884
vậy em lấy bộ quây toyhouse thôi,Vậy e lấy bộ quây toyhouse thôi,3,22.528488,-9.017345
bộ này là đủ bộ ạ,Bộ này là đủ bộ ạ,3,36.722992,-16.750912
cái này đúng không bạn,Cái này đúng k b,2,-28.269041,-65.2192
với nhà bạn có nôi rung cho trẻ em tư vấn mình nưac,Vs nhà b có nôi rung cho trẻ em tư vấn m nưac,1,-23.168715,-15.318602
tư vấn mình mấy mẫu cầu trượt,Tư vấn m mấy mẫu cầu trượt,3,35.895454,-24.096767
sợ cái đó bé nó lại nhanh chán nhỉ,Sợ cái đó bé nó lại nhanh chán nhỉ,1,-37.524261,-5.520432
cái gì vậy shop nhỉ,Cái j vậy shop nhỉ,4,3.381193,53.156963
đúng rồi,đúng rồi,1,-72.368195,-8.927433
cho mình xin kích thước của cầu trượt với,Cho mình xin kich thuoc của cầu trượt với,3,60.490002,-20.573305
ngựa bập bênh hola,Ngựa bập bênh hola,4,3.68692,32.60199
mình muốn mua cái ghế to nthe,Mình muốn mua cái ghế to nthe,5,40.741673,59.67197
đợt trước mình có mua 1c bên bạn rồi,Đợt trc mình có mua 1c bên bạn rồi,4,-7.368539,27.347374
mình muốn ghế ăn dặm cho bé giờ bên bạn có những loại nào vậy,Mình muốn ghế ăn dặm cho bé. Giờ bên bạn có những loại nào vậy,5,31.450846,42.175533
shop ở đâu nhỉ,Shop ở đâu nhỉ,5,55.103504,21.33341
ngày hà nội mà,Ngay HN mà,5,44.97794,34.687981
hôm nay luôn đi nhé,Hôm nay luôn đi nhé,5,32.124481,37.838486
vậy thôi mình tự lắp,Vậy thôi mình tự lắp,1,-52.045918,23.075962
lúc trước em có hỏi mà báo hết ấy ạ,Lúc trước e có hỏi mà báo hết ấy ạ,0,-19.491127,10.656663
ghế sang mai giao được chứ,thế sáng mai giao đc chứ,3,34.29277,-17.359419
màn kho bên bạn ở đâu,Mà kho bên bạn ở đâu?,5,9.364685,35.085335
sáng mai thì giao trước 11h giúp mình,Sáng mai thì giao trc 11h giúp mình,2,15.844396,-47.697258
0975352097 bạn nhé,0975352097 b nhé,2,4.469919,-51.212051
tại em ở nhà không ở cơ quan,tối e ở nhà k ở cơ quan,5,22.600519,26.284134
cho em đặt với ạ,cho e đặt với ạ,2,16.948681,-46.293854
và mình lấy thêm set thìa này nhé,Và mình lấy thêm set thìa này nhé,3,42.787552,4.28275
có nhé,Có nhé,0,6.613711,-14.266776
gấp gọn được đúng không shop,Gấp gọn dc đúng k sh?,2,-26.927177,-52.550835
xốp,Xốp,4,-46.827126,46.709606
pe,Pe,2,2.654565,-42.112671
tớ không đợi được,T ko đợi đc,0,3.978278,-4.120354
chị lâu quá,Chờ lâu quá,4,-9.428708,42.416996
cho tớ huỷ đơn nhé,Cho t huỷ đơn nhé,0,2.185708,19.260714
chốt sáng mai giao cho tớ vậy nhé,Chốt sáng mai giao cho t vậy nhé,5,8.7896,28.365881
là sao bạn,Là sao b,5,28.999302,36.454678
cho tớ xin kích thước bộ tớ đặt với,Cho t xin kích thuơc bộ t đặt với,4,-21.197704,28.849213
uh,Uh,2,-57.365864,-55.791466
ui trời,ui trời,5,10.139582,56.407345
cọ cửa hàng không ạ,có cửa hàng ko ạ,2,-12.893641,-51.304039
bộ này 199k hả shop,bộ này 199k hả shop,5,25.340912,8.571484
cho mình kích thước và chất liệu nhed,Cho m kích thước và chất liệu nhed,3,58.88662,-17.079618
bạn,Bạn,1,-57.532223,-34.066204
với cả bóng nữa ạ,vs cả bóng nữa ạ,3,9.709381,-26.510441
mình ở bắc ninh,m ở Bắc Ninh,1,-34.189175,-14.957632
bạn lên đơn nhanh giúp mình nhé,B lên đơn nhanh giúp mình nhé!,3,23.140844,-43.285332
khoảng mấy ngày có bạn,Khoảng mấy ngày có b,5,37.360619,27.516516
xanh ạ,Xanh ạ,1,-48.766838,-39.091427
lên thị thanh xuân 201/6 xô viết nghệ tĩnh phường thắng tam thành phố vũng tàu 0903181410,"Lê Thị Thanh Xuân
201/6 Xô Viết Nghệ Tĩnh, phường Thắng Tam, thành phố Vũng Tàu
0903181410",2,-2.648752,-28.406
cho em hỏi bé sổ mũo thì ngày được hút mấy lần,Cho e hỏi bé sổ mũo thì ngày đc hút mấy lần,3,20.657833,-24.464098
mẫu nào nữa không,mẫu nào nữa ko,1,-27.863501,-18.366034
và nút bịt ổ điện,Và nút bịt ổ điện,4,-7.503658,24.182083
66 phan đình phùng quận ninh kiều p an lạc thành phố cần thơ 0907877788 thùy vy,66 phan đình phùng quận ninh kiều .p an lạc tp cần thơ 0907877788 thùy vy,4,-2.140372,29.639341
gửi giúp mình nhé,gửi giúp mình nhé,3,26.665497,-58.416546
mình lấy 1 máy nha bạn chọn giúp mình vỉ bên trong máy đúng cong giúp mình nhé,mình lấy 1 máy nha bạn chọn giúp mình vỉ bên trong máy đừng cong giúp mình nhé,3,20.214043,-46.242065
66 phan đình phùng quận ninh kiều p an lạc thành phố cần thơ 0907877788 thùy vy,66 phan đình phùng quận ninh kiều .p an lạc tp cần thơ 0907877788 thùy vy,4,-2.140382,29.63751
tại mình sợ phí cao quá,tại mình sợ phí cao quá,0,8.609464,5.396981
mình ở cần thơ,mình ở cần thơ,2,-12.729219,-36.54213
thế ạ,Thế ạ,5,28.824875,78.126274
thông cảm giúp mình nhé,Thông cảm giúp mình nhé,3,26.547239,-55.914955
bây giờ hàng bị hoàn về,Bjo hàng bị hoàn về,2,-18.86721,-19.454287
mai mình mới nhận đx đúng không,Mai m mới nhận đx đúng k,2,-29.941919,-50.989216
không thôi viettel post vây,Ko thôi viettel post vây,0,-12.744609,0.111687
bạn bô được chưa,B book đc chưa,0,-0.243815,-7.028744
ặc,Ặc,4,-0.523788,52.565178
nay có hàng giao chưa ạ,Nay có hàng giao chưa ạ,3,41.727097,-19.333187
đây shop ạ,đây shop ạ,4,3.371114,38.353992
thì lấy thêm 2 thanh nối phải không ạ,Thì lấy thêm 2 thanh nối phải ko ạ,2,-13.909035,-54.669006
0356240901 ạ,0356240901 ạ,4,-14.272154,40.629833
0981035369,0981035369,5,48.589081,14.705085
em lại đang đi sinh nên nhờ người lấy đồ cho,E lại đang đi sinh nên nhờ ng lấy đồ cho,0,-0.018882,2.085044
nhà shop,Nha shop,1,-29.824953,-16.075346
vậy lấy trước 3 cái đèn,Vậy lấy trc 3 cái đen,4,-2.440709,31.739613
lấy 3 đen 1 trắng,Lấy 3 đen 1 trắng,3,45.192333,-11.218162
gồm tất cả những thứ có trên bàn à bạn,gồm tất cả những thứ có trên bàn à b,0,1.829058,0.082434
để mình mua chung luôn ạ,De mk mua chug luon a,1,-45.267235,23.628761
sao rồi ạ,sao r ạ,1,-36.973698,-23.23028
máy tiệt trùng sấy khô à,máy tiệt trùnh sấy khô ak,5,45.277168,24.326801
muốn mua máy fatz,muốn mua máy fatz,5,36.40667,63.532387
mình ở hồ chí minh,mình ở hcm,2,4.81589,-80.460869
1350k đúng không em,1350k đúng k em,2,-31.323483,-60.42572
uh lâu quá,Uh lâu quá,4,-16.346977,27.843634
được em ạ,Đc em ah,3,42.54369,-15.201901
số nhà 47 tổ 5 năm tiến cẩm bình cẩm phả quảng ninh,Số nhà 47 tổ 5 nam tiến cẩm bình cẩm phả quảng ninh,3,23.451715,-5.488279
vậy cho tớ 1 cái cầu trủo cá heo nay nhé,Vay cho to 1 cái cau trủo cá heo nay nhe,3,46.254303,-5.50684
cầu trượt to không bán rời ha bạn,Cầu truot to ko bán rời ha b?,3,40.403481,-21.877817
0966 966 078,0966 966 078,0,9.938869,-16.390516
giờ hành chính em ở trường đh giao thông vận tải - số 3 cầu giấy,giờ hành chính e ở trường ĐH giao thông vận tải - số 3 cầu giấy.,0,1.622437,0.777648
babe giao giờ hành chính hay lúc nào ạ,babe giao giờ hành chính hay lúc nào ạ,4,-8.814308,45.395325
kích thước nào vừa với cũi 1 92m thế shop,"Kích thước nào vừa với cũi 1,92m thế shop",0,-18.831913,13.028975
cho kích thước này mình thấy khó mua thảm được nhỉ,Chứ kích thước này mình thấy khó mua thảm đc nhỉ,4,-14.432376,29.282352
cho mình xin ảnh thật nhé,Cho mình xin ảnh thật nhé,3,58.126816,-25.061432
mình ở hải dương,Minh o hải dương,2,-7.094969,-45.496075
mẫu này thế nào shop nhỉ,Mẫu này tn shop nhỉ?,4,-23.18545,60.550549
tình hình sao rồi bạn,Tình hình sao rồi bạn.,1,-69.61747,-2.302011
shop gửi đồ cho mình từ hôm nào đấy,Shop gửi đồ cho mình từ hôm nào đấy,3,54.216763,-30.619352
hôm nay mấy giờ bạn,Hnay mấy h b?,3,33.706226,-6.992231
thế cũng được nhưng không sớm hơn 6h bạn nhé,"Thế cũng đc, nhưng k sớm hơn 6h b nhé",0,4.503695,-2.792917
khoảng mấy giờ bạn nhỉ,Khoảng mấy h b nhỉ?,3,29.689575,-42.969471
cái này mình tự lắp hay bên bạn hỗ trợ lắp vậy,Cái này mình tự lắp hay bên b hỗ trợ lắp vậy?,4,5.906229,36.427738
đây bạn à,đây b à,5,44.870827,27.76763
thế là bán rời hay không hả bạn,Thế là bán rời hay ko hả b,0,-18.464296,3.354279
mình không mua kèm phụ kiện,Mình ko mua kèm phụ kiện,0,-0.759679,-6.151248
0986192981,0986192981,4,-27.369297,58.605652
mình đặt mẫu đường phố shop nhé,Mình đặt mẫu đường phố shop nhé,5,48.870186,37.680161
thảm này mình dùng rồi thanh hỏng quá nên mới hỏi thảm silicon,"Thảm này mình dùng rồi, nhanh hỏng quá nên mới hỏi thảm silicon",0,6.651039,3.24438
mẫu nào còn size 2m vậy shop,Mẫu nào còn size 2m vậy shop,1,-29.482031,-0.927689
mình ở đà lạt ạ,mình ở đà lạt ạ,2,-21.918365,-34.523537
vì mình thấy cái beaba ý ạ,vì mình thấy cái beaba ý ạ,3,31.591522,-12.532274
máy nào nấu được cháo luôn ạ,máy nào nấu đc cháo luôn ạ,0,-1.807668,0.384011
có hàng về chưa shop,Có hàng về chưa sh,3,41.929169,4.805392
cả bộ cả xích đu có ạ bạn,Cả bộ cả xích đu cơ ah b?,0,-9.983972,11.083516
cầu trượt rời được không bạn,CẦu trượt rời đc k b?,2,-25.573126,-61.668503
có 1 loại thui ạ bạn,Có 1 loại thui ah b?,5,29.911005,41.528801
mình chuyển rồi nhận được bạn báo mình nhé,"Mình chuyển rồi,nhận dc bạn báo mình nhé",1,-62.183685,-15.066222
ủa 1m4*1m4 cũng được,"Ừa,1m4*1m4 cũng dc",4,-34.776264,26.82917
890k đúng không ạ,890k đúng ko ạ?,2,-30.075342,-64.649551
mình đặt mẫu này nhận được tiền bạn gửi viettel giúp mình nhé,"Mình đặt mẫu này,nhận dc tiền bạn gửi viettel giúp mình nhé",3,22.218531,-42.993759
cái nằm cho bé đến mấy kg vậy ạ,Cũi nằm cho bé đến mấy kg vậy ạ?,3,12.838208,-25.179682
shop tư vấn cho em ghế ăn dặm với ạ,Shop tư vấn cho e ghế ăn dặm với ạ,3,22.407944,-48.486702
mình dã lien hê rôi nhe,Mình dã lien hê rôi nhe,1,-40.503647,-14.238992
dùng em,Đúng e,3,39.830242,-55.799389
thảm là mình mua bên bạn rồi á,Thảm là m mua bên b r á,5,7.152356,35.387428
mình đặt luôn,M đặt lun,5,50.958988,41.712208
cho mình link sản phẩm nha bạn,Cho m link sp nha b,3,55.371181,-31.971128
em đặt tiki nha để được fs ạ,E đặt tiki nha. Để đc fs ạ.,0,-5.614442,-6.892401
mình lấy loại 1m8 2m nha bạn,M lấy loại 1m8 2m nha b,3,48.763386,-0.239573
mình lấy quây không á bạn,M lấy quây ko á b,3,45.633671,-4.199216
xin lỗi shop nhé,xin lỗi shop nhé,4,-26.515003,24.815825
mình xin lỗi shop mình bị nhắn nhảy tin nhắn,mình xin lỗi shop mình bị nhắn nhảy tin nhắn,0,-3.199284,2.993365
ạ ôi,ah ôi,4,-0.224796,51.777355
++,++',1,-46.378994,4.554704
ủa mình thấy bên bạn đăng mà,ủa mình thấy bên bạn đăng mà,4,5.054011,35.884991
phí cao quá,Phí cao quá,5,32.90649,30.003971
hjx,Hjx,1,-66.566559,1.957819
da,Da,1,-62.855541,-43.041447
chạy bằng pin hay xạc điện vậy,Chạy bằng pin hay xạc điện vậy,3,12.717799,-25.281269
có cả bàn luôn hay ạ,Có cả bàn luôn hay ah,0,16.543144,11.672793
tớ ở ngoài thành hà nội có,T ở ngoại thành hn cơ,5,30.087513,30.362963
tại tớ đang ở hà nội,Tại tớ đang ở hn,0,-0.879829,-10.663314
gối đầu bằng cao su hay nhựa shop,Gối đầu bằng cao su hay nhựa shop,0,12.68677,-14.864644
cho tớ hủy đơn nhé,Cho t hủy đơn nhé,5,12.363567,34.261261
bạn ơu,B ơu,4,-15.332032,32.81081
sớm nhất có thể giúp tớ,Sớm nhất có thể giúp t,3,29.545692,-11.725716
huhuhu,Huhuhu,4,7.566046,52.889839
để mình còn tính,Để mình còn tính,5,46.024006,41.889603
như mua sn thì không chậu được,Nh mua sn thì k chậm đc,4,-10.561044,39.920563
mình mua bth thì đợi được,Mình mua bth thì đợi đc,2,7.264335,-29.624689
comfy hay hết bạn báo chính xác cho mình,Cobf hay hết b báo chính xác cho mình,3,33.51408,-20.915783
mai mình làm sn cho bé rồi,Mai mình làm sn cho bé r,0,14.347234,-6.650002
thị trấn liên nghĩa huyện đức trọng tỉnh lâm đồng à shop,Thị trấn liên nghĩa huyện đức trọng tỉnh lâm đồng ak shop,1,-40.224258,13.570496
mình cần vừa không cần lớn lắm tại phòng nhỏ à shop,Mình cần vừa ko cần lớn lắm tại phòng nhỏ ak shop,1,-26.956869,15.199347
2 cái nè chị,2 cái nè c,5,16.345337,54.870632
mình mua máy tạo ẩm babaymoov,Mình mua máy tạo ẩm babaymoov,1,-30.627584,-3.705251
shop hỗ trợ mình nhé,Shop hỗ trợ mình nhé,3,25.556622,-40.583275
đấy nhé chị,đây nhé c,4,-4.998202,47.691528
0947170889 đinh thị thu trang - ngân hàng vietcombank -392a mê linh - khai quang - vĩnh yên - vĩnh phúc,0947170889 đinh thị thu trang - ngân hàng vietcombank -392A Mê Linh - Khai Quang - Vĩnh Yên - Vĩnh Phúc,0,-9.506665,7.386423
cho em lấy mẫu này nhé chị,cho e lấy mẫu này nhé c,3,17.440399,-28.456959
cho em 1 cái thảm xốp,cho e 1 cái thảm xốp,3,51.615292,-12.52039
có những hình nào ạ,có những hình nào ah,4,-30.535088,54.519333
loại xốp kia kích thước như nào ạ,loại xốp kia kích thước như nào ah,4,-34.607822,58.168461
cho em,cho e,3,32.045609,-54.919266
cho em 1 kích thước này nha,cho e 1 kích thước này nha,4,-36.960751,39.615578
như này nha shop,như này nha shop,2,-28.773827,-28.256151
mình định mua con ngựa bập bênh hola ấy,Minh định mua con ngựa bập bênh hola ấy,1,-34.506054,10.294333
mẫu con ngựa không ạ shop,Mẫu con ngựa ko ah Shop,2,-11.316881,-48.723465
1260k,1260k,2,3.281307,-52.262234
đúng rồi bạn ạ,Đúng rồi bạn ạ,1,-74.861122,-2.609227
mình mua thêm 1 ghế,Mình mua thêm 1 ghế,1,-46.607582,-3.981272
mua thêm ghế được không bạn,Mua thêm ghế được không bạn,2,-25.228004,-63.248325
đi rồi à bạn,Đi r à b 😂,1,-32.407665,-18.649439
không bạn gửi viettel về thông hoài đức cho mình đi,Ko b gửi viettel về thẳng hoài đức cho mình đi.,3,38.104927,-23.916265
không bạn ạ,Ko b ạ.,2,-13.558328,-63.140419
bạn giao cách đây bao lâu thế,B giao cách đây bao lâu thế,4,-22.686441,16.905254
bên bạn gửi hàng cho mình trong hôm nay chứ các bạn gửi trong giờ hành chính nhé,Bên b gửi hàng cho mình trong hnay chứ? Các b gửi trong giờ hành chính nhé!,3,46.552219,-25.864302
tổng 3864k đúng không bạn,Tổng 3864k đúng k b,2,-27.657883,-63.604137
cho em lấy cái mátela hình gấu,Cho e lấy cái mátela hình gấu,0,10.172139,-0.080864
thôi cho em chốt lấy ghế xanh này ạ,Thôi cho e chốt lấy ghế xanh này ạ,0,-9.183142,-8.011191
cho mình xin kích cỡ nhé,Cho mình xin kích cỡ nhé,3,60.78566,-22.354502
343 phạm ngũ lão q1,343 phạm ngũ Lão q1,4,-25.90369,41.254692
nhà mình q2,Nhà mình q2,1,-50.692844,10.683647
vinhomes hạ long bạn nha,Vincom hạ long bạn nha,4,-1.294424,35.648167
0847921988,0847921988,4,0.05982,61.556301
hoàng minh dat,Hoang minh dat,0,5.932647,16.161617
em mua cả nhà ngủ chung nên muốn mua cái to ạ,E mua cả nhà ngủ chung nên muốn mua cái to ạ,5,34.234894,60.058277
mái chị ít dùng lắm,máy c ít dùng lắm,5,25.776623,28.477655
uh,uh,2,-58.148354,-56.147461
chị muốn nhờ bên em thanh lý giúp,c muốn nhờ bên e thanh lý giúp,0,6.688044,16.143248
giờ không sử dùng nữa,giờ k sử dụng nữa,4,-43.379673,34.271198
năm ngoái chị có mua máy hút sữa bên mình,năm ngoái c có mua máy hút sữa bên mình,0,-9.105129,-3.528463
mẹ chị ở nhà chị chỉ dặn bà nhận hàng thôi,"mẹ c ở nhà, c chỉ dặn bà nhận hàng thôi",1,-27.116535,-14.418118
tí nữa shop check rồi báo tớ,Tí nữa shop check rồi báo t,0,-16.866207,-15.574
bạn,Bạn,1,-57.528797,-34.06646
giao về số 10 ngõ 76 nguyễn chí thanh hà nội,"Giao về số 10, ngõ 76, Nguyễn Chí Thanh, HN",0,0.761177,-18.699045
có những mẫu nào,có những mẫu nào,4,-45.282185,33.668674
ngựa bập bênh bên mình bán như nào shop,ngựa bập bênh bên mình bán như nào shop,0,-3.060517,1.174891
