sentence,og_sentence,kmeans_cluster,x,y
vậy cho tớ 1 cái cầu trủo cá heo nay nhé,Vay cho to 1 cái cau trủo cá heo nay nhe,3,4.371384,2.534028
cầu trượt to không bán rời ha bạn,Cầu truot to ko bán rời ha b?,3,-5.689815,-24.821651
0966 966 078,0966 966 078,5,62.10799,-55.446861
giờ hành chính em ở trường đh giao thông vận tải - số 3 cầu giấy,giờ hành chính e ở trường ĐH giao thông vận tải - số 3 cầu giấy.,2,10.82604,52.656284
babe giao giờ hành chính hay lúc nào ạ,babe giao giờ hành chính hay lúc nào ạ,3,14.841553,-12.578227
kích thước nào vừa với cũi 1 92m thế shop,"Kích thước nào vừa với cũi 1,92m thế shop",5,17.364906,-61.8964
cho kích thước này mình thấy khó mua thảm được nhỉ,Chứ kích thước này mình thấy khó mua thảm đc nhỉ,1,-11.625002,-54.684422
cho mình xin ảnh thật nhé,Cho mình xin ảnh thật nhé,3,-14.055094,-6.024013
mình ở hải dương,Minh o hải dương,2,-2.74279,64.600212
mẫu này thế nào shop nhỉ,Mẫu này tn shop nhỉ?,1,-0.383754,-71.392982
tình hình sao rồi bạn,Tình hình sao rồi bạn.,3,-2.924213,15.461005
shop gửi đồ cho mình từ hôm nào đấy,Shop gửi đồ cho mình từ hôm nào đấy,4,-53.817944,-13.743666
hôm nay mấy giờ bạn,Hnay mấy h b?,4,-67.585739,46.801991
thế cũng được nhưng không sớm hơn 6h bạn nhé,"Thế cũng đc, nhưng k sớm hơn 6h b nhé",4,-33.525726,8.294024
khoảng mấy giờ bạn nhỉ,Khoảng mấy h b nhỉ?,4,-44.336224,15.834015
cái này mình tự lắp hay bên bạn hỗ trợ lắp vậy,Cái này mình tự lắp hay bên b hỗ trợ lắp vậy?,3,-4.274784,-17.939178
đây bạn à,đây b à,4,-27.187183,4.719959
thế là bán rời hay không hả bạn,Thế là bán rời hay ko hả b,1,-26.15526,-55.821362
mình không mua kèm phụ kiện,Mình ko mua kèm phụ kiện,3,8.478216,10.838078
0986192981,0986192981,5,66.228241,-35.095516
mình đặt mẫu đường phố shop nhé,Mình đặt mẫu đường phố shop nhé,2,-34.401337,69.119438
thảm này mình dùng rồi thanh hỏng quá nên mới hỏi thảm silicon,"Thảm này mình dùng rồi, nhanh hỏng quá nên mới hỏi thảm silicon",3,-8.132071,-6.990932
mẫu nào còn size 2m vậy shop,Mẫu nào còn size 2m vậy shop,1,-0.179773,-57.437855
mình ở đà lạt ạ,mình ở đà lạt ạ,2,21.544279,44.598068
vì mình thấy cái beaba ý ạ,vì mình thấy cái beaba ý ạ,4,-34.611107,-1.89795
máy nào nấu được cháo luôn ạ,máy nào nấu đc cháo luôn ạ,3,11.979086,-21.615753
có hàng về chưa shop,Có hàng về chưa sh,4,-78.310638,8.483482
cả bộ cả xích đu có ạ bạn,Cả bộ cả xích đu cơ ah b?,1,-20.540104,-55.246719
cầu trượt rời được không bạn,CẦu trượt rời đc k b?,4,-48.496906,-21.84993
có 1 loại thui ạ bạn,Có 1 loại thui ah b?,1,-18.331785,-48.884079
mình chuyển rồi nhận được bạn báo mình nhé,"Mình chuyển rồi,nhận dc bạn báo mình nhé",4,-75.156876,27.10486
ủa 1m4*1m4 cũng được,"Ừa,1m4*1m4 cũng dc",0,60.969238,33.52018
890k đúng không ạ,890k đúng ko ạ?,3,12.326489,17.692438
mình đặt mẫu này nhận được tiền bạn gửi viettel giúp mình nhé,"Mình đặt mẫu này,nhận dc tiền bạn gửi viettel giúp mình nhé",4,-44.746197,24.416937
cái nằm cho bé đến mấy kg vậy ạ,Cũi nằm cho bé đến mấy kg vậy ạ?,1,-20.015255,-22.24152
shop tư vấn cho em ghế ăn dặm với ạ,Shop tư vấn cho e ghế ăn dặm với ạ,3,-19.66678,-15.348163
mình dã lien hê rôi nhe,Mình dã lien hê rôi nhe,5,39.233322,-44.5658
dùng em,Đúng e,4,-76.605049,-5.402665
thảm là mình mua bên bạn rồi á,Thảm là m mua bên b r á,4,-54.294418,-21.517782
mình đặt luôn,M đặt lun,4,-58.632072,-5.767745
cho mình link sản phẩm nha bạn,Cho m link sp nha b,1,-35.489201,-19.278206
em đặt tiki nha để được fs ạ,E đặt tiki nha. Để đc fs ạ.,2,-11.788649,25.782259
mình lấy loại 1m8 2m nha bạn,M lấy loại 1m8 2m nha b,3,-2.183648,-5.874793
mình lấy quây không á bạn,M lấy quây ko á b,4,-39.788021,2.964177
xin lỗi shop nhé,xin lỗi shop nhé,3,-14.596829,-5.283422
mình xin lỗi shop mình bị nhắn nhảy tin nhắn,mình xin lỗi shop mình bị nhắn nhảy tin nhắn,3,21.655626,9.19883
ạ ôi,ah ôi,0,52.351624,-5.346684
++,++',5,68.29261,-25.403473
ủa mình thấy bên bạn đăng mà,ủa mình thấy bên bạn đăng mà,4,-34.750591,14.789378
phí cao quá,Phí cao quá,3,-9.62584,3.25033
hjx,Hjx,5,61.920902,-25.693233
da,Da,5,43.603756,-70.421982
chạy bằng pin hay xạc điện vậy,Chạy bằng pin hay xạc điện vậy,0,53.779518,2.292734
có cả bàn luôn hay ạ,Có cả bàn luôn hay ah,1,-45.297123,-59.37339
tớ ở ngoài thành hà nội có,T ở ngoại thành hn cơ,2,-20.046198,77.080376
tại tớ đang ở hà nội,Tại tớ đang ở hn,2,-18.476778,75.841957
gối đầu bằng cao su hay nhựa shop,Gối đầu bằng cao su hay nhựa shop,0,47.166115,-0.278707
cho tớ hủy đơn nhé,Cho t hủy đơn nhé,3,-19.40613,-3.289417
bạn ơu,B ơu,0,77.759872,5.093344
sớm nhất có thể giúp tớ,Sớm nhất có thể giúp t,2,-1.385909,28.644936
huhuhu,Huhuhu,5,68.741547,-35.358868
để mình còn tính,Để mình còn tính,1,-28.871799,-21.152905
như mua sn thì không chậu được,Nh mua sn thì k chậm đc,3,-18.167095,4.187376
mình mua bth thì đợi được,Mình mua bth thì đợi đc,2,4.611699,22.549595
comfy hay hết bạn báo chính xác cho mình,Cobf hay hết b báo chính xác cho mình,3,0.162789,7.984374
mai mình làm sn cho bé rồi,Mai mình làm sn cho bé r,4,-36.983078,23.772728
thị trấn liên nghĩa huyện đức trọng tỉnh lâm đồng à shop,Thị trấn liên nghĩa huyện đức trọng tỉnh lâm đồng ak shop,2,29.024635,49.710983
mình cần vừa không cần lớn lắm tại phòng nhỏ à shop,Mình cần vừa ko cần lớn lắm tại phòng nhỏ ak shop,3,-5.533054,7.81534
2 cái nè chị,2 cái nè c,3,-11.435154,-17.937035
mình mua máy tạo ẩm babaymoov,Mình mua máy tạo ẩm babaymoov,0,51.385975,19.408302
shop hỗ trợ mình nhé,Shop hỗ trợ mình nhé,3,19.714291,9.811545
đấy nhé chị,đây nhé c,4,-47.079769,-6.255785
0947170889 đinh thị thu trang - ngân hàng vietcombank -392a mê linh - khai quang - vĩnh yên - vĩnh phúc,0947170889 đinh thị thu trang - ngân hàng vietcombank -392A Mê Linh - Khai Quang - Vĩnh Yên - Vĩnh Phúc,0,50.974915,54.596493
cho em lấy mẫu này nhé chị,cho e lấy mẫu này nhé c,1,-56.580379,-47.069771
cho em 1 cái thảm xốp,cho e 1 cái thảm xốp,1,-18.057983,-27.964277
có những hình nào ạ,có những hình nào ah,1,-2.207513,-70.241768
loại xốp kia kích thước như nào ạ,loại xốp kia kích thước như nào ah,5,13.722737,-69.05513
cho em,cho e,1,-66.507744,-42.689114
cho em 1 kích thước này nha,cho e 1 kích thước này nha,5,18.510834,-68.25013
như này nha shop,như này nha shop,1,-11.120848,-73.294937
mình định mua con ngựa bập bênh hola ấy,Minh định mua con ngựa bập bênh hola ấy,3,28.093102,9.50297
mẫu con ngựa không ạ shop,Mẫu con ngựa ko ah Shop,1,-28.980673,-41.622162
1260k,1260k,5,70.529419,-37.639999
đúng rồi bạn ạ,Đúng rồi bạn ạ,4,-74.097855,11.670631
mình mua thêm 1 ghế,Mình mua thêm 1 ghế,1,-57.867336,-36.319603
mua thêm ghế được không bạn,Mua thêm ghế được không bạn,4,-73.551552,5.405761
đi rồi à bạn,Đi r à b 😂,4,-76.990509,8.774443
không bạn gửi viettel về thông hoài đức cho mình đi,Ko b gửi viettel về thẳng hoài đức cho mình đi.,2,-18.404222,27.064487
không bạn ạ,Ko b ạ.,4,-89.213226,7.675756
bạn giao cách đây bao lâu thế,B giao cách đây bao lâu thế,3,-19.559,2.592788
bên bạn gửi hàng cho mình trong hôm nay chứ các bạn gửi trong giờ hành chính nhé,Bên b gửi hàng cho mình trong hnay chứ? Các b gửi trong giờ hành chính nhé!,4,-59.045269,36.834251
tổng 3864k đúng không bạn,Tổng 3864k đúng k b,3,22.29554,20.500372
cho em lấy cái mátela hình gấu,Cho e lấy cái mátela hình gấu,3,22.161776,2.432874
thôi cho em chốt lấy ghế xanh này ạ,Thôi cho e chốt lấy ghế xanh này ạ,1,-16.20841,-29.716568
cho mình xin kích cỡ nhé,Cho mình xin kích cỡ nhé,5,17.828173,-62.865364
343 phạm ngũ lão q1,343 phạm ngũ Lão q1,5,39.317074,-63.269909
nhà mình q2,Nhà mình q2,2,10.363199,44.578182
vinhomes hạ long bạn nha,Vincom hạ long bạn nha,2,24.962791,46.037647
0847921988,0847921988,5,70.927032,-38.534943
hoàng minh dat,Hoang minh dat,2,3.277038,75.250603
em mua cả nhà ngủ chung nên muốn mua cái to ạ,E mua cả nhà ngủ chung nên muốn mua cái to ạ,1,-29.976603,-24.512661
mái chị ít dùng lắm,máy c ít dùng lắm,0,59.695068,27.726648
uh,uh,0,74.307648,35.163784
chị muốn nhờ bên em thanh lý giúp,c muốn nhờ bên e thanh lý giúp,4,-29.288736,17.93379
giờ không sử dùng nữa,giờ k sử dụng nữa,2,-31.392744,30.931421
năm ngoái chị có mua máy hút sữa bên mình,năm ngoái c có mua máy hút sữa bên mình,3,-14.976684,-17.840101
mẹ chị ở nhà chị chỉ dặn bà nhận hàng thôi,"mẹ c ở nhà, c chỉ dặn bà nhận hàng thôi",2,5.35964,45.85553
tí nữa shop check rồi báo tớ,Tí nữa shop check rồi báo t,2,1.728171,21.81019
bạn,Bạn,1,-46.87022,-71.678589
giao về số 10 ngõ 76 nguyễn chí thanh hà nội,"Giao về số 10, ngõ 76, Nguyễn Chí Thanh, HN",2,-16.820232,74.159424
có những mẫu nào,có những mẫu nào,1,0.424699,-70.083679
ngựa bập bênh bên mình bán như nào shop,ngựa bập bênh bên mình bán như nào shop,1,0.545173,-52.244869
để mình kiểm tra lại kích thước xíu nhé,Để mình kiểm tra lại kích thước xíu nhé,5,14.841613,-59.728535
mình lay co 1 thảm ạ,Mình lay co 1 tham ah,3,21.849352,-0.139358
xong chưa bạn,Xong chưa b,2,-16.848711,20.708498
đắt quá à,Đắt quá ak,3,36.370564,1.650885
vậy đặt sao bạn,Vậy đặt sao b,1,-35.443291,-46.095901
mai công ty mình phân thuốc sát khuẩn nữa,Mai công ty mình phun thuốc sát khuẩn nữa,0,73.168304,31.459761
ơ ò vừa lúc trưa bên mình không báo nghỉ vì sắp tới việt nam đưa người dân việt ở vũ hán về ý,Ò ò. Vừa lúc trưa bên mình thông báo nghỉ vì sắp tới VN đưa ng dân Việt ở Vũ Hán về ý,0,53.377827,38.336548
em về bắc ninh,Em về Bắc Ninh,2,2.555809,56.586128
mình thấy bạn bảo đẹp nhưng mình chưa nhận thấy,Mình thấy bạn bảo đẹp nhưng mình chưa nhìn thấy,4,-51.542812,23.602213
9 đào duy anh,9 đào duy anh,0,95.796043,7.979598
trước 17 30 là được,Trc 17:30 là đc,0,23.747475,22.062113
còn 1 máy fatz tặng kèm hâm sữa là cái nào bạn,còn 1 máy fatz tặng kèm hâm sữa là cái nào b?,1,-2.963889,-46.323261
cái này nặng kèm mình sữa bạn nhỉ,cái này tặng kèm bình sữa b nhỉ,1,-16.709063,-33.093979
0989490877,0989490877,5,77.99939,-36.367012
bạn nhầm số rồi,B nhầm số r,4,-49.384926,27.486822
https //shopê vn/gh%e1%ba%be-%c4%90a-n%c4%82ng-cao-c%e1%ba%a4p-máela-i 36371562 619150769 fbclid=iwảlwg6ag81vt47èqopvywq7pqgmg7kodfóse0lynsvnfwwt9hupz8k,https://shopee.vn/GH%E1%BA%BE-%C4%90A-N%C4%82NG-CAO-C%E1%BA%A4P-MASTELA-i.36371562.619150769?fbclid=IwAR3Lwg6aG81Vt47eFkQOpVYwQ7pQGMg7KOdfOsnSe0LynsVnfWWT9HupZ8k,5,44.94352,-68.150208
cửa hàng bạn ở đâu nhỉ,cửa hàng b ở đâu nhỉ,2,-29.502413,53.688591
cho mình đặt 1 hộptrang điểm nhé bạn,Cho mình đặt 1 hộptrang điểm nhé bạn,3,2.626106,2.608177
mình thấy mỗi jt với viettel,mình thấy mỗi jt với viettel,0,42.750767,14.253875
bên bạn không chạy với ghtk à,bên bạn k chạy với ghtk à,3,10.209752,-17.868116
đơn của lienxinhgai đấy,đơn của lienxinhgai đấy,0,46.028736,-0.719674
bạn gửi hàng giúp mình sớm nhé,b gửi hàng giúp mình sớm nhé,4,-60.255764,18.584604
mình đặt rồi đấy,mình đặt r đấy,4,-42.725754,21.694109
không cho vào bag được,Ko cho vào bag đc,2,-25.634687,31.70826
đã ấn hets,Đã ấn hets,5,40.121265,-45.542507
ơ mình chưa vào xong,Ô minh chưa vào xong,2,6.024356,31.62076
cho mình link,Cho minh link,4,-37.076809,-14.531224
cái loại mà 500k yd ạ,Cái loại mà 500k yd ạ,3,23.132793,-19.388929
thế loại hanbie,Thế loại hanbie,5,24.755939,-41.547001
vậy là không cho kiểm tra hàng trước à,Vậy là ko cho ktra hàng trước ak,4,-46.576351,5.243636
mình ở nga sơn thanh hóa,"Mình ở Nga Sơn, Thanh Hóa",2,32.477116,56.008076
tay chân đang còn ngắn ạ,Hay chân đang còn ngắn ạ,3,29.42782,-10.634521
ừ cố gắng giúp chị nhé,Ừ cố gắng giúp c nhé,0,37.133724,30.687382
sau thế,Sao thế,1,2.910273,-58.340199
đặt từ hôm qua rồi,Đặt từ hqua rồi,4,-62.896519,42.220112
ơ thế chờ mình tí,Ò thế chờ mình tí,0,57.026493,-5.334144
cho mình hỏi full có kèm ngựa luôn kh ạ,Cho mk hỏi full có kèm ngựa luôn kh ạ,3,17.926466,2.025636
2 mẫu là khác hãng đúng không ạ,2 mẫu là khác hãng đúng k ah,1,-28.60894,-48.242779
bô luôn được không bạn,book luôn đc k b?,2,-32.152779,35.177299
có bạn,có b,1,-42.825912,-71.925865
trước 4h nhé bạn,trước 4h nhé b,2,-3.671094,34.247547
mai bên bạn giao cho hình sau nhé,Mai bên b giao cho mình sau nhé,4,-54.230698,-7.965894
nhận hàng xong trả được không ạ,Nhận hàng xong trả dc ko ạ,4,-62.909519,31.389074
0348438959,0348438959,5,73.239334,-28.530874
gửi về vĩnh yên vĩnh phúc thì mất mấy ngày ạ,Gủi về vĩnh yên vĩnh phúc thì mất mấy ngày ạ,2,5.102066,40.8899
cho họ em không số dài rộng của ghế trượt với ạ,Chị ho e thông số dài rộng của ghế trượt với ạ,1,-21.154957,-24.503922
ghế trượt này 550k ạ,Ghế trượt này 550k ạ,3,22.867334,-30.814276
bạn kiểm tra giúp mình,Bạn kiểm tra giúp mình,2,-25.24262,40.343502
mình đặt rồi nhed,Mình đặt rồi nhed,2,11.147413,33.417747
bạn xác nhận nhé,Bạn xác nhận nhé,2,-2.49393,43.727303
mình đặt rồi,M đặt rồi,4,-63.900738,-2.613629
mình vừa huỷ đơn,Mình vừa huỷ đơn,2,17.141827,35.463093
nick múrô trên shopepe,Nick mushroom trên shopepe,5,38.377048,-52.191776
thế mình huỷ đơn,Thế mình huỷ đơn,3,3.274426,-23.02429
1 triệu 5 hả bạn,1trieu 5 hả b,3,-3.857275,-16.07065
em ở hải dương ạ,E ở Hải Dương ạ,2,-30.005859,56.571625
để đặt hàng thì làm như thế nào ạ,Để đặt hàng thì làm ntn ạ,1,-26.993013,-69.349831
loại nhỏ nhỏ cũng được ạ,loại nhỏ nhỏ cũng đc ạ,1,-5.826767,-33.497581
mình không lấy ngựa thì sao hả bạn,M không lấy ngựa thì sao hả b,4,-65.981186,7.023426
bao gồm cả ngựa bập bênh ạ,Bao gồm cả ngựa bập bênh ạ?,3,17.612745,-21.594645
thế còn quây bóng ạ,Thế còn quây bóng ạ,1,-3.861101,-63.596542
kích thước ntnt đấy ạ,kích thước ntnt đấy ạ,5,19.901112,-59.254971
vì nhà mình con gái,vì nhà mình con gái,2,-20.185055,33.061653
hồng thì tốt quá,hồng thì tốt quá,2,-30.483658,50.58812
mình ở bắc ninh,mình ở bắc ninh,2,-0.489072,64.071785
và cái đỡ đầu cho bé tập đứng ạ,và cái đỡ đầu cho bé tập đứng ạ,3,4.889579,-0.821737
giống mã này không bạn,Giống mã này ko bạn,3,8.531634,-21.71242
mình ghé lấy nha,mình ghé lấy nha,3,14.496456,8.575121
phí cao quá ạ,Phí cao quá ạ 😓,1,-21.433685,-36.041363
được đấy ạ,Đc đây ah,4,-70.273376,12.262052
xong an ạ,Long an ạ,4,-24.319712,0.379545
mình lấy bộ 1m6x1m8 nha shop,M lấy bộ 1m6x1m8 nha shop,3,-14.823174,-12.583961
vì nhìn trên sản phẩm cứ không rõ lắm,Vì nhìn trên sp cứ k rõ lắm,3,16.586563,11.248507
tớ thấy trên sản phẩm,T thấy trên sp,1,-57.19487,-32.11834
bô hình thú ý ạ,Bô hình thú ý ạ,0,42.87965,-6.975616
vậy đèn uv hỏng cần thay thì mua ở đâu shop,Vậy đèn uv hỏng cần thay thì mua ở đâu shop?,2,27.150126,45.907158
mình ở thành phố hồ chí minh,Mình ở TP HCM,2,-3.603932,83.762436
mình muốn đặt bộ này,Mình muốn đặt bộ này,1,-51.100723,-42.313763
có gì bạn kiểm tra giúp mình nhé,Có j b ktra giúp.mìn nhé,4,-44.585323,-7.675657
nên muốn đặt trực tiếp bên mình để tiện kiểm tra sản phẩm,Nên muốn đặt trực tiếp bên mình để tiện ktra sp,3,7.897253,10.608524
cho em xin gía máy tiệt trùng fatz với ạ,cho em xin gía máy tiệt trùng Fatz với ạ,3,-12.669493,-3.594755
bộ cầu trượt nghĩ một lát vì nhà chật mua về vợ lại cằn nhằn,"Bộ cầu trượt nghĩ một lát vì nhà chật, mua về vợ lại cằn nhằn!",0,55.289856,11.753483
shop chuyển giúp luôn bộ câu cá,Shop chuyển giúp luôn bộ câu cá!,2,12.114879,25.176409
kích thước bộ xích đu như thế nào shop,Kích thước bộ xích đu ntn shop?,5,14.003107,-69.378143
thế dòng được cho bé đến tầm mấy tuổi ạ,Thú dùng dc cho bé đến tầm mấy tuổi ạ,4,-34.961147,3.222954
vì size 10+2 kích thước 2 mẫu khác nhau đó ạ,vì size 10+2 kích thước 2 mẫu khác nhau đó ạ,5,16.439384,-60.202831
đây bạn nha,Đây b nha,4,-30.080256,7.924419
0976188979 trang toà sa chung cư vinhomé bắc ninh-tp bắc ninh,"0976188979 trang
Toà SA chung cư vinhomes Bắc ninh-tp bắc ninh",0,90.170525,28.083887
để cho mình 1c,Để cho m 1c,4,-29.049774,-10.196042
bạn ui,B ui,3,41.457516,-12.98933
shop ở đâu z nhỉ,Shop ở đâu z nhỉ,2,12.960342,52.606735
giữa của set cầu trượt,Giía của set cầu trượt,3,-3.63282,-28.25956
0966760980,0966760980,5,65.317635,-26.08626
mình lấy con này nha shop,Mình lấy con này nha shop,1,-54.90266,-35.469887
tính luôn cước rồi hả bạn,Tính luôn cước rồi hả bạn,3,16.139662,20.263702
mẫu trên bé mới tập ngồi ngồi được không ạk,Mẩu trên bé mới tập ngồi ngồi dc k ạk,2,-26.488871,24.216673
gồm 2 ghế luôn ạ,Gồm 2 ghế luôn a,1,-17.589674,-41.578899
2 size này thôi ạ,2 size này thôi ạ,1,-20.792023,-61.176025
118 x 156 ạ,118 x 156 ạ,0,88.491554,5.235746
132 x 165,132 x 165,5,38.002411,-57.183014
2 cái này ạ,2 cái này a,1,-19.833271,-72.023308
các kích cỡ luôn ạ,các kích cỡ luôn ạ,5,16.957897,-60.134193
mua của shop có 1 triệu máy ạ,Mua cua shop co 1trieu máy a,1,-49.929718,-50.558861
mua bên tiki toi 2 triệu máy luon a,Mua ben tiki toi 2tr máy luon a,3,15.760589,-0.323658
mua bên tiki toi 2 triệu mấy lần à shop,Mua ben tiki toi 2trieu may lan a shop?,3,4.948248,-8.216925
sao em vô tiki không được ạ,Sao em vo tiki ko dc a,4,-40.113712,13.982038
không cod ạ sao ki vay,Ko cod a sao ki vay,0,49.040939,3.989885
ngoài anh,Ngoc anh,2,31.365807,47.053474
âp bai ngư xa an sơn huyên kiên hai tinh kiên giang,Âp Bai Ngư Xa An sơn Huyên Kiên Hai Tinh kiên Giang,5,40.391354,-40.893784
0889679050,0889679050,5,58.865932,-36.41124
em nói là gui cho em,Em noi la gui cho em,3,-17.171591,-10.825362
1895k ạ vậy gửi em nha theo được độ à,1895k a vay gui em nha theo dc đo a,3,2.834818,18.556389
qua 68 phố vạn kiếp 0963498669,Qua 68 Phố Vạn Kiếp. 0963498669,0,94.442734,26.620592
em muốn lấy cái này,E muốn lay cái này,1,-50.505444,-42.591434
không 0398511733 133 thống nhất p11 gò vấp hồ chí minh,"Khánh 0398511733
133 Thống Nhất, P11, Gò Vấp, HCM",0,59.366337,57.298794
thông tin như sau,Thông tin như sau,3,22.435698,-36.904636
cửa nhà mình là 112cm thì mua như thế nào nào bạn,Cửa nhà mình là 112cm thì mua ntn nào bạn,1,-6.086783,-65.709457
em qua lấy,e qua lấy,4,-61.896549,-2.436719
được bên mình ở đâu nhỉ,đc bên mình ở đâu nhỉ,4,-54.476246,14.998294
mình chuyển 500k hả bạn,mình chuyenr 500k hả bạn,4,-32.377209,10.836954
bạn kâs minhg 1 thanh,bạn kaays minhg 1 thanh,0,49.264057,-0.157926
2m2,2m2,5,59.121178,-62.684631
nếu thế mình lấy 1 thanh để tối đi ngủ thui vậy,Nếu thế mình lấy 1 thanh để tối đi ngủ thui vậy,3,-2.867439,-5.246549
cái đó gấp được không bạn,Cái đó gấp đc k bạn,4,-69.794334,10.471336
1 thanh 2m,1 thanh 2m,3,-9.043193,-18.581303
em định lấy 2 thanh 2m2,E định lấy 2 thanh 2m2,3,7.510484,-3.797506
mình muốn lấy thanh 2m2,Mình muốn lấy thanh 2m2,3,2.069594,-2.708144
hoàng hà tầng 4 tòa nhà hòa xá 360 nguyễn lương bằng phường thanh mình thành phố hải dương 0945936565,"hoàng hà, tầng 4, tòa nhà Hòa xá, 360 nguyễn lương bằng, phường thanh bình, tp hải dương. 0945936565",0,38.076008,63.997086
nếu có gửi mình 2 bộ này với,nếu có gửi mình 2 bộ này với,1,-53.439018,-48.824409
với cả tháp xếp chồng nữa ạ,với cả tháp xếp chồng nữa ạ?,3,35.240517,-4.829201
à nhô,a nhô,0,82.968987,11.982426
mẫu đường phố ý,Mẫu đường phố ý,2,-32.437164,68.652
bạn cố báo giao hôm nay giúp mình nhé,Bạn cố báo giao hnay giúp m nhé,4,-60.874519,42.157326
trong hôm nay phải không bạn,Trong hnay phải k b,4,-67.875984,45.991924
máy uv ấy,Máy uv ấy,3,15.530758,-0.384091
0941751492,0941751492,5,74.773224,-37.853897
mình ở 18t2 trung hoàn nhân chính nhé,Mình ở 18T2 Trung Hoà Nhân Chính nhé,2,31.543631,49.577961
vậy em huỷ đơn nha chị bé nhà em bé trai chị ạ,Vậy e huỷ đơn nha c. Bé nhà e bé trai c ạ,4,-42.1031,-2.149099
em lấy xanh thui ạ bao giờ có hàng nữa ạ,E lấy xanh thôi ạ. Bao h có hàng nữa ạ,4,-36.646511,5.001543
thảm xpe có n~ mẫu gì thế bạn,thảm XPE có n~ mẫu j thế b?,3,19.37009,-35.146416
ừm bạn,Ừm b,0,77.783852,4.266153
vậy à bạn,Vậy à b,1,-34.916496,-58.826614
ví dụ mình không muốn lấy bình sữa,Vd m ko nuốn lấy bình sữa,3,-4.698379,2.848385
ừa,Ừa,5,63.453522,-28.790758
được d6 thất sơn phường 15 quận 10 thành phố hồ chí minh người nhận tùng 0979 393 787,"ĐC: D6 Thất Sơn, phường 15, quận 10, Tp HCM
Người nhận: Tùng 0979 393 787",0,42.131145,64.64183
uh đúng rồi shop,Uhm đúng rồi shop,2,-15.525575,19.368671
tí chồng mình qua lấy ghế luôn nhé shop,Tí chồng mình qua lấy ghế luôn nhé shop,3,4.192569,9.217357
cho mình xin được với,Cho mình xin dc với,1,-67.108208,-47.353451
phần mình cái đó nhé,Phần mình cái đó nhé,1,-30.396294,-19.823284
túi giờ mình không ở nhà mình về quê lên không tiện,Tại h mình ko ở nhà mình về quê lên k tiện,2,-34.650448,48.236599
số nhà 89 ngõ 29 phố trạm long biên,Số nhà 89 ngõ 29 phố trạm long biên,2,1.127981,73.281776
2h30 là ở đấy rồi ạ,2h30 là ở đấy rồi ạ,3,-9.708246,4.529428
bạn bôk grab luôn bây giờ nhé giờ mình đang ở gần đấy lắm rồi,B bôk grab luôn bây h nhé. H mình đang ở gần đấy lắm rồi,2,4.734974,43.106533
50 võ chí công shop ạ,50 võ chí công shop ạ,0,37.792866,56.280605
chính xác luôn shop ạ,Chính xác luôn shop ạ,3,1.282837,17.607788
người nhận cô thạnh 097 1464728,Người nhận: Cô Thạnh 097 1464728,0,96.319427,3.171776
thks,Thks,5,61.071426,-55.124744
bạn up địu thôi được không ạ,B up địu thôi dc ko ạ,2,-12.791146,17.907028
tớ bán máy hút roi ạ,T bán may hút roi ạ,3,-2.231119,-7.87528
máy hút sữa medela pá 1 2 triệu tặng kèm tất cả như trong ảnh địu infatino pá 400k còn rất mới = ai mua cả 2 pá 1 5 triệu ạ,"Máy hút sữa Medela pass 1.2tr (tặng kèm tất cả như trong ảnh)
địu Infatino pass 400k còn rất mới
=> ai mua cả 2 pass 1.5tr ạ",3,37.453297,-3.038318
máy hút sữa medela pá 1 2 triệu tặng kèm tất cả như trong ảnh địu infatino pá 500k còn rất mới,"Máy hút sữa Medela pass 1.2tr (tặng kèm tất cả như trong ảnh)
địu Infatino pass 500k còn rất mới",3,37.697704,-2.92277
thế cho mình lấy cái đó,Thế cho mình lấy cái đó,1,-57.150284,-47.49799
nếu có odẻ cũng được ạ,Nếu có oder cũng được ạ,3,-20.96701,7.403672
em chuyển mọi người vẫn nhận được luôn đấy ạ,em chuyển mọi người vẫn nhận dc luôn đấy ạ,2,-25.406078,31.288786
kệ cả trái ngân hàng,kể cả trái ngân hàng,0,65.032074,16.492107
shop bô grap ứng tiền cho em được không ạ,shop book grap ứng tiền cho em dc ko ạ,2,5.591884,20.247168
vậy giao cho em xanh lá cũng được ạ,vậy giao cho em xanh lá cũng dc ạ,4,-34.897305,10.856259
gửi luôn dùm tớ với nha,Gửi luôn dùm tớ với nha,2,-18.985067,15.39082
uh,Uh,0,74.174477,33.71122
0611001928974,0611001928974,5,73.200577,-46.531719
giờ tớ chuyển,Giờ tớ chuyển,4,-73.865891,23.30715
0916250889,0916250889,5,62.94593,-42.139183
69 trần nghệ tông phường lộc vượng thành phố nam định,"69 Trần Nghệ Tông, phường Lộc Vượng, thành phố Nam Định",0,43.85881,63.470646
vũ thị trà my,Vũ Thị Trà My,0,90.679306,26.998964
đây là loại chính hãng hay nội địa trung ạ,Đây là loại chính hãng hay nội địa Trung ạ,3,-0.398073,-12.172907
shop cho mình hỏi với,Shop cho mình hỏi với,1,-66.31115,-43.965469
0986895374 bạn ạ,0986895374 b ạ,3,33.388947,-16.902884
tớ gửi nhé,T gửi nhé,4,-67.610954,-7.855685
tớ ở 136 hồ tùng mậu goldmả city,T ở 136 hồ tùng mậu goldmark city,0,44.867069,61.985523
tớ mua máy uv fatz,T mua máy uv fatz,3,13.065278,5.691206
rồi bạn,Rồi b.,4,-83.354851,14.093536
